Ref,Status,Location,Description,Created,Target,Type,To Organisation,To Package,Status Changed,Association,OverDue,Images,Comments,Documents
T78240.80,Verified Complete (w/Photo),Historical Level 5 AE105>517 - Waiting,"Caulk qc ",2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-13,,False,True,False,False
T80506.165,Verified Complete (w/Photo),Historical Level 5 AE105,"Install attic access door ",2022-12-29,2023-01-05,Quality Control,Fetzers' Inc.,,2023-02-13,,False,True,False,False
T80506.163,Verified Complete (w/Photo),Historical Level 5 AE105>517 - Waiting,"Touch up paint around hinges ",2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",,2023-02-17,,False,True,False,False
T78240.79,Verified Complete (w/Photo),Historical Level 5 AE105>527 - Instruction 17,Extended strike plate,2022-12-29,2023-01-05,Quality Control,Fetzers' Inc.,,2023-02-13,,False,True,False,False
T78240.78,Verified Complete (w/Photo),Historical Level 5 AE105>527 - Instruction 17,Install deco hardware,2022-12-29,2023-01-05,Quality Control,Fetzers' Inc.,,2023-02-13,,False,True,False,False
T80506.162,Verified Complete (w/Photo),Historical Level 5 AE105>527 - Instruction 17,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-13,,False,True,True,False
T80506.161,Verified Complete (w/Photo),Historical Level 5 AE105>526 - Instruction 16,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-13,,False,True,True,False
T80506.160,Verified Complete (w/Photo),Historical Level 5 AE105>525 - Instruction 15,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-13,,False,True,True,False
T78240.77,Verified Complete (w/Photo),Historical Level 5 AE105>520 - Hallway,Clean carpet glue off baseboards￼,2022-12-29,2023-01-05,Quality Control,"Westland Construction, Inc.",Westland -- Historic,2023-02-13,,False,True,False,False
T80506.159,Verified Complete (w/Photo),Historical Level 5 AE105>524 - Instruction 14,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-13,,False,True,True,False
T80506.158,Verified Complete (w/Photo),Historical Level 5 AE105>520 - Hallway,"Touch up around attic access door ",2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",,2023-02-13,,False,True,False,False
T80506.157,Verified Complete (w/Photo),Historical Level 5 AE105>520 - Hallway,"Touch up around attic access door ",2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",,2023-02-13,,False,True,False,False
T80506.156,Verified Complete (w/Photo),Historical Level 5 AE105>523 - Instruction 13,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-13,,False,True,True,False
T80506.155,Verified Complete (w/Photo),Historical Level 5 AE105>522 - Instruction 12,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-13,,False,True,True,False
T80506.153,Verified Complete (w/Photo),Historical Level 5 AE105>520 - Hallway,"Touch up around attic access door ",2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",,2023-02-13,,False,True,False,False
T80506.151,Verified Complete (w/Photo),Historical Level 5 AE105>521 - Instruction 11,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-13,,False,True,True,False
T80506.150,Verified Complete (w/Photo),Historical Level 5 AE105>520 - Hallway,"Install attic access door ",2022-12-29,2023-01-05,Quality Control,Fetzers' Inc.,,2023-02-13,,False,True,False,False
T80506.148,Verified Complete (w/Photo),Historical Level 5 AE105>519 - Waiting,General cleaning needed,2022-12-29,2023-01-05,Quality Control,"Westland Construction, Inc.",,2023-02-13,,False,True,False,False
T80506.146,Verified Complete (w/Photo),Historical Level 5 AE105>519 - Waiting,"General paint touchup - 5th floor ",2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",,2023-02-13,,False,True,False,False
T80354.32,Verified Complete (w/Photo),Annex Level 1 AE101>177 - Restroom,"Grout between tile and lockers ",2022-12-28,2023-01-04,Quality Control,"Global Stone and Tile, LLC",Tile,2023-01-05,,False,True,False,False
T80354.31,Verified Complete (w/Photo),Annex Level 1 AE101>177 - Restroom,"Floor tile stain with grout ",2022-12-28,2023-01-04,Quality Control,"Global Stone and Tile, LLC",Tile,2023-01-05,,False,True,False,False
T80354.30,Verified Complete (w/Photo),Annex Level 1 AE101>177 - Restroom,"Door hardware incomplete ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2023-01-31,,False,True,False,False
T80344.89,Verified Complete (w/Photo),Annex Level 1 AE101>159 - Instruction - Women,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-01-20,,False,True,False,False
T80344.88,Verified Complete (w/Photo),Annex Level 1 AE101>159 - Instruction - Women,"Missing door stop ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2023-01-31,,False,True,False,False
T80344.87,Verified Complete (w/Photo),Annex Level 1 AE101>176 - Youth,"Caulk backsplash ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,False,False
T80344.86,Verified Complete (w/Photo),Annex Level 1 AE101>176 - Youth,"Missing room tag ",2022-12-28,2023-01-04,Quality Control,"Westland Construction, Inc.",Westland -- Annex,2023-01-31,,False,True,False,False
T80354.29,Verified Complete (w/Photo),Annex Level 1 AE101,"Cover plate missing ",2022-12-28,2023-01-04,Field Report Task,US Mechanical,Plumbing,2023-01-05,,False,True,False,False
T80506.145,Verified Complete (w/Photo),Annex Level 1 AE101>167 - Lockers,"Clean up caulk joint ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",,2023-02-17,,False,True,False,False
T80506.144,Verified Complete (w/Photo),Annex Level 1 AE101>175 - Dressing,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2023-02-07,,False,True,False,False
T80506.143,Verified Complete (w/Photo),Annex Level 1 AE101>165 - Brides,"Drape on ground, pick up & install ",2022-12-28,2023-01-04,Quality Control,"Westland Construction, Inc.",,2023-01-19,,False,True,False,False
T80344.85,Verified Complete (w/Photo),Annex Level 1 AE101>166 - Lockers,"Touch up door casing ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,False,False
T80354.28,Verified Complete (w/Photo),Annex Level 1 AE101>164 - Restroom,"Door hardware missing ",2022-12-28,2023-01-04,Field Report Task,Fetzers' Inc.,"Finish Carpentry ",2023-01-31,,False,True,True,False
T80506.142,Verified Complete (w/Photo),Annex Level 1 AE101>169 - Dressing,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2023-02-07,,False,True,False,False
T80506.141,Verified Complete (w/Photo),Annex Level 1 AE101>168 - Dressing,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2023-02-07,,False,True,False,False
T80506.140,Verified Complete (w/Photo),Annex Level 1 AE101>109 - Waiting,"Remove mark from ceiling ",2022-12-28,2023-01-04,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80354.27,Verified Complete (w/Photo),Annex Level 1 AE101,Adjust door,2022-12-28,2023-01-04,Quality Control,Otis Elevator,Elevators -- Otis,2023-02-17,,False,True,False,False
T80506.139,Verified Complete (w/Photo),Annex Level 1 AE101>143 - Hall,"Receptacle missing cover plate ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,,2023-01-31,,False,True,False,False
T80506.138,Verified Complete (w/Photo),Annex Level 1 AE101>131 - Elev Lobby,"Receptacle missing cover plate ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,,2023-02-08,,False,True,True,False
T80506.137,Opened,Annex Level 1 AE101>131 - Elev Lobby,"Plate around elevator button needs to be changed to match nearby upper plate ",2022-12-28,2023-01-04,Quality Control,Otis Elevator,Elevators -- Otis,2022-12-28,,True,True,False,False
T80344.84,Verified Complete (w/Photo),Annex Level 1 AE101>114 - Family File,"Missing cover plate ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,Electrical,2023-02-13,,False,True,True,False
T80344.83,Verified Complete (w/Photo),Annex Level 1 AE101>114 - Family File,"Missing cover plate ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,Electrical,2023-02-13,,False,True,True,False
T80354.26,Verified Complete (w/Photo),Annex Level 1 AE101>113 - Administration,"Visible joint on bottom cabinet ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2023-02-08,,False,True,False,False
T80344.82,Verified Complete (w/Photo),Annex Level 1 AE101>114 - Family File,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,False,False
T80354.25,Verified Complete (w/Photo),Annex Level 1 AE101>113 - Administration,"Caulk between stone base and  bottom cabinets ",2022-12-28,2023-01-04,Quality Control,"Westland Construction, Inc.",Westland -- Annex,2023-02-08,,False,True,True,False
T80506.136,Verified Complete (w/Photo),Annex Level 1 AE101>114 - Family File,"Receptacle missing cover plate ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,,2023-02-13,,False,True,True,False
T80506.135,Verified Complete (w/Photo),Annex Level 1 AE101>114 - Family File,"Receptacle missing cover plate ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,,2023-02-13,,False,True,True,False
T80344.81,Verified Complete (w/Photo),Annex Level 1 AE101>128 - Records Office,"Reset access panel ",2022-12-28,2023-01-04,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,True,False
T80506.134,Verified Complete (w/Photo),Annex Level 1 AE101>128 - Records Office,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2023-02-08,,False,True,False,False
T80506.133,Verified Complete (w/Photo),Annex Level 1 AE101>119 - Workroom,"Grommets need to be drilled & installed ",2022-12-28,2023-01-04,Quality Control,"Global Stone and Tile, LLC",,2023-01-05,,False,True,False,False
T80506.132,Verified Complete (w/Photo),Annex Level 1 AE101>113 - Administration,"Grommets need to be drilled & installed ",2022-12-28,2023-01-04,Quality Control,"Global Stone and Tile, LLC",,2023-01-05,,False,True,False,False
T80354.24,Verified Complete (w/Photo),Annex Level 1 AE101>112 - President,Wood base visible gap,2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,False,False
T80344.80,Opened,Annex Level 1 AE101>112B - Closet,"Touch up scratches on cabinets ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-12-28,,True,True,False,False
T80506.131,Verified Complete (w/Photo),Annex Level 1 AE101,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2023-02-17,,False,True,False,False
T80344.79,Verified Complete (w/Photo),Annex Level 1 AE101>112 - President,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,False,False
T80506.130,Verified Complete (w/Photo),Annex Level 1 AE101>112A - Restroom,"Remove tag from supply line ",2022-12-28,2023-01-04,Quality Control,US Mechanical,,2023-01-05,,False,True,False,False
T80344.78,Verified Complete (w/Photo),Annex Level 1 AE101>112 - President,"Fix caulk joint ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,False,False
T80354.23,Verified Complete (w/Photo),Annex Level 1 AE101>112 - President,Screws missing on door plate opener,2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2023-01-31,,False,True,False,False
T80344.77,Verified Complete (w/Photo),Annex Level 1 AE101>112 - President,"Fix caulk joint ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,False,False
T80506.129,Verified Complete (w/Photo),Annex Level 1 AE101>112A - Restroom,"Straighten switch ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,,2023-01-19,,False,True,False,False
T80354.22,Verified Complete (w/Photo),Annex Level 1 AE101>117 - Office 1,"Screws missing on door plate opener ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2023-01-31,,False,True,True,False
T80506.128,Verified Complete (w/Photo),Annex Level 1 AE101>118 - Records Office,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2023-01-31,,False,True,False,False
T80506.127,Verified Complete (w/Photo),Annex Level 1 AE101>119 - Workroom,"Stained finish on trim piece is lighter ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2023-02-15,,False,True,False,False
T80344.76,Verified Complete (w/Photo),Annex Level 1 AE101>119 - Workroom,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,False,False
T80506.126,Verified Complete (w/Photo),Annex Level 1 AE101>119 - Workroom,"Cabinet doors need to be adjusted, doors aren’t level with each other ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2023-02-15,,False,True,False,False
T80354.21,Verified Complete (w/Photo),Annex Level 1 AE101>118 - Records Office,"Screw’s missing on door plate opener ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2023-01-31,,False,True,True,False
T80506.125,Verified Complete (w/Photo),Annex Level 1 AE101>119 - Workroom,"Overspray on base of cabinet ",2022-12-28,2023-01-04,Quality Control,"Westland Construction, Inc.",,2023-02-23,,False,True,False,False
T80506.123,Verified Complete (w/Photo),Annex Level 1 AE101>119 - Workroom,"Cabinet locks not installed ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2023-02-15,,False,True,False,False
T80344.75,Verified Complete (w/Photo),Annex Level 1 AE101>115 - Waiting,"Replace escutcheon ",2022-12-28,2023-01-04,Quality Control,Broken Arrow Construction Corporation,Fire Suppression,2023-02-17,,False,True,False,False
T80344.74,Verified Complete (w/Photo),Annex Level 1 AE101>115 - Waiting,Clean fingerprints from can lights,2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,Electrical,2023-02-13,,False,True,True,False
T80506.122,Verified Complete (w/Photo),Annex Level 1 AE101>120 - Matron Office,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2023-02-08,,False,True,False,False
T80344.73,Verified Complete (w/Photo),Annex Level 1 AE101>115 - Waiting,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,False,False
T80506.121,Verified Complete (w/Photo),Annex Level 1 AE101>120A - Restroom,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2023-01-31,,False,True,False,False
T80506.120,Verified Complete (w/Photo),Annex Level 1 AE101>120A - Restroom,"Cleanout cover plate missing, remove tags from supply lines ",2022-12-28,2023-01-04,Quality Control,US Mechanical,,2023-01-05,,False,True,False,False
T80354.20,Verified Complete (w/Photo),Annex Level 1 AE101>115 - Waiting,"Touch up paint on door casing ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-15,,False,True,False,False
T80344.72,Verified Complete (w/Photo),Annex Level 1 AE101>120B - Closet,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-15,,False,True,False,False
T80344.71,Verified Complete (w/Photo),Annex Level 1 AE101>120A - Restroom,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-15,,False,True,False,False
T80344.70,Verified Complete (w/Photo),Annex Level 1 AE101>121 - Vest,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-15,,False,True,False,False
T80506.119,Verified Complete (w/Photo),Annex Level 1 AE101>120 - Matron Office,"Area near t-stat needs to be touched up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",,2023-02-15,,False,True,False,False
T80344.69,Verified Complete (w/Photo),Annex Level 1 AE101>120 - Matron Office,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-15,,False,True,False,False
